iter	Logloss
240	0.100976242
241	0.1007093748
242	0.1005028291
243	0.1002877531
244	0.1001118456
245	0.09995614641
246	0.09974119829
247	0.09937715645
248	0.09917987153
249	0.0988424931
250	0.09865299633
251	0.09851406591
252	0.09831325676
253	0.09806349121
254	0.09794612166
255	0.09786136799
256	0.0975228208
257	0.09732852073
258	0.09704065851
259	0.09666009334
260	0.0964607894
261	0.09622270532
262	0.09610991724
263	0.09591205429
264	0.09570725784
265	0.09547065918
266	0.09527573661
267	0.09505686242
268	0.09484166527
269	0.09459510224
270	0.09436886382
271	0.09424562647
272	0.09399568695
273	0.09385013799
274	0.09378047633
275	0.09351706229
276	0.09332772479
277	0.0931513215
278	0.09299703351
279	0.09269741389
280	0.09240827206
281	0.09215308618
282	0.09196213743
283	0.09180062616
284	0.09163426137
285	0.0913780004
286	0.09110316934
287	0.09096096784
288	0.09078391214
289	0.09055394512
290	0.09039779712
291	0.0902038101
292	0.0900787694
293	0.08991598736
294	0.08971122475
295	0.0895142472
296	0.0893374963
297	0.08920153426
298	0.0890699098
299	0.08882294417
300	0.08866030446
301	0.08851457299
302	0.08829514567
303	0.08796935977
304	0.08784853774
305	0.08763578436
306	0.08750201175
307	0.08736662068
308	0.08714623181
309	0.08690133091
310	0.08669321941
311	0.08645748104
312	0.08626272133
313	0.08611631995
314	0.08589909977
315	0.0857367756
316	0.08559344467
317	0.08536751287
318	0.08522991703
319	0.08507158697
320	0.08480084914
321	0.08462542062
322	0.08442597035
323	0.0843222908
324	0.0841209014
325	0.08384735366
326	0.08363941392
327	0.08354516205
328	0.08339526588
329	0.08327187722
330	0.08311415111
331	0.08292599962
332	0.08269375661
333	0.08252545305
334	0.08243966311
335	0.08229690231
336	0.08208297472
337	0.08187427821
338	0.08174464404
339	0.08170582728
340	0.08153815614
341	0.08140359912
342	0.08130235823
343	0.08121241669
344	0.08107630833
345	0.0809149049
346	0.08070108343
347	0.08047539147
348	0.08031390057
349	0.08018501384
350	0.07992122348
351	0.07974776856
352	0.07950596195
353	0.07947000694
354	0.07928017037
355	0.07910392665
356	0.0788315668
357	0.07857727982
358	0.0783304789
359	0.07817234318
360	0.07809019585
361	0.07790338663
362	0.07765617449
363	0.07741098416
364	0.07732793936
365	0.07711716537
366	0.0769650751
367	0.07664192388
368	0.07646994408
369	0.0763685275
370	0.07621106665
371	0.07604606704
372	0.07597977803
373	0.07584406956
374	0.07563273426
375	0.07540500592
376	0.07529177066
377	0.07511396697
378	0.07499347504
379	0.07489761658
380	0.07473738015
381	0.07450637668
382	0.07438041329
383	0.07418676151
384	0.07401572558
385	0.07384637266
386	0.07375766437
387	0.073559307
388	0.07350030514
389	0.07339334508
390	0.07323550666
391	0.07315854974
392	0.07296730439
393	0.07285591355
394	0.07272055883
395	0.07259769316
396	0.07244807296
397	0.07231288679
398	0.0721277759
399	0.07197334197
400	0.0718040712
401	0.07161287749
402	0.07138071799
403	0.07104982627
404	0.0708814588
405	0.07074913509
406	0.07061472691
407	0.07049327289
408	0.07035987922
409	0.07013883078
410	0.07007044003
411	0.06995918562
412	0.06987872962
413	0.06965595442
414	0.06952723432
415	0.06936215006
416	0.06909951191
417	0.0690454246
418	0.06899352194
419	0.06883161196
420	0.06870156122
421	0.06852670896
422	0.06849751485
423	0.0683394996
424	0.06823736048
425	0.0681152757
426	0.06785108482
427	0.06773705927
428	0.06746226743
429	0.06731924334
430	0.0672210636
431	0.06708248161
432	0.06687220146
433	0.06680311196
434	0.06673131823
435	0.06654965309
436	0.06646256081
437	0.06624808666
438	0.06609863439
439	0.06591912803
440	0.06568169527
441	0.06550469632
442	0.06534869088
443	0.06518915665
444	0.06503114443
445	0.06489338345
446	0.06479553287
447	0.06468788457
448	0.06457899439
449	0.0643955528
450	0.06428607833
451	0.06409706014
452	0.06387946162
453	0.06376259448
454	0.06356401571
455	0.06343463137
456	0.06332719991
457	0.06318174049
458	0.06310504777
459	0.06302009062
460	0.06288953972
461	0.06270919764
462	0.06252563179
463	0.06243988805
464	0.06229743872
465	0.06219975328
466	0.06214860279
467	0.06202322035
468	0.06185371408
469	0.06170734032
470	0.06164832389
471	0.06147500742
472	0.0613146087
473	0.06118750851
474	0.06105589301
475	0.0608021385
476	0.06062587724
477	0.0605625609
478	0.06034580001
479	0.06025762731
480	0.06011026406
481	0.05991854482
482	0.05976974526
483	0.05966816176
484	0.05955358091
485	0.05942300225
486	0.05930555479
487	0.05922188564
488	0.05914433742
489	0.05889518418
490	0.05878299917
491	0.05867954194
492	0.05859526395
493	0.05845832877
494	0.05835871944
495	0.05824577598
496	0.05820370756
497	0.05808757344
498	0.05805564124
499	0.05791488018
